id,Title,Address,Phone,Email,Web,Schedule,About,Image,Reviews_number
503,Meditative Healing Therapy,"6220 Owensmouth Ave, Woodland Hills, CA 91367",(818) 225-0819,NULL,meditativehealer.com,"Mon 8:30 am - 7:00 pm;
Tue 8:30 am - 7:00 pm;
Wed 8:30 am - 7:00 pm;
Thu 8:30 am - 7:00 pm;
Fri 8:30 am - 7:00 pm;
Sat 8:30 am - 7:00 pm;
Sun 8:30 am - 7:00 pm","It is a very powerful meditative healing state of awareness that does the work to transcend, purify the mind.The healing clears the habitual patterns from the mind, the patterns that keep one stuck in the false self. The patterns that are from traumas, events in our life from the past, addictive behaviors, substance abuse, depression, anxiety and physical dis-ease just to mention a few.This meditative healing state provokes, confronts, and transcends the whole person. Physically, emotionally and energetically.The awakenings that happen for the person are absolutely amazing. There is clarity, peace, a sense of liberation and freedom. A new view to see reality instead of our habitual view. Pain is removed.Consciousness is highly apparent and felt. One feels calm, grounded and whole.Specialize in recovery from Suffering mind, the thinking mind.I am blessed to be thirty two years  recovered from addiction.I love working with people who suffer from this seemingly hopeless state of mind and body and help them  find there Way into Well Being, which is who really are.I absolutely love watching people wake up. I am also able to hold them in my meditative healing field and teach them how to meditate so they are able to self heal and be empowered.
",https://s3-media0.fl.yelpcdn.com/bphoto/FpMbI5COr37mOa0uTliHXw/o.jpg,4
504,Zento Healing,"Glendale, CA 91201",(818) 806-9288,NULL,zentohealing.com,"Mon 11:00 am - 7:00 pm;
Tue Closed;
Wed 11:00 am - 7:00 pm;
Thu Closed;
Fri 11:00 am - 7:00 pm;
Sat 11:00 am - 4:30 pm;
Sun Closed","Available for Worldwide travelRemote services are available Energy Healing ~ Zento Energy Master, Medical IntuitiveChanneling ~ Angels &amp; GuidesMedium ~ Communicating with SpiritHouse &amp; Business Clearing &amp; BlessingIntuitive Coaching &amp; MentoringGuided Meditations
",https://s3-media0.fl.yelpcdn.com/bphoto/GqID8heHXXqSW8e7cxlOcw/o.jpg,4
505,Latin Jam Workout,"5920 Shoup Ave, Los Angeles, CA 91367",(818) 726-2518,NULL,,"Mon Closed;
Tue Closed;
Wed Closed;
Thu Closed;
Fri Closed;
Sat 10:30 am - 11:30 am;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/dnlqmmBa5HsCHKLcMjQrpA/o.jpg,0
506,Major Game Hoops,"5440 Valley Circle Blvd, Los Angeles, CA 91367",(818) 620-5875,NULL,MajorGameHoops.com,"Mon 9:00 am - 5:00 pm;
Tue 9:00 am - 5:00 pm;
Wed 9:00 am - 5:00 pm;
Thu 9:00 am - 5:00 pm;
Fri 9:00 am - 5:00 pm;
Sat 9:00 am - 5:00 pm;
Sun 9:00 am - 5:00 pm","Major Game Hoops is a year-round youth basketball program focused in training and developing competitive athletes around the San Fernando Valley.
",https://s3-media0.fl.yelpcdn.com/bphoto/MAKWGVx-BRiMG0jGRGZD-w/l.jpg,1
507,Insight. Yoga. TCM. Wellness Center,"3717 E Thousand Oaks Blvd, Ste 276, Westlake Village, CA 91362",(805) 368-4160,NULL,insightyogatcm.com,"Mon Closed;
Tue Closed;
Wed 9:00 am - 7:00 pm;
Thu Closed;
Fri 9:00 am - 7:00 pm;
Sat 9:00 am - 7:00 pm;
Sun 9:00 am - 7:00 pm",,https://s3-media0.fl.yelpcdn.com/bphoto/H8J2jfnS3XYD1CGxTiEGnA/o.jpg,3
508,Progressive Power Yoga,"21800 Burbank Blvd, Ste 225, Woodland Hills, CA 91367",(818) 598-8400,NULL,,,,,0
509,Team Mixed Martial Arts,"21406 Ventura Blvd, Woodland Hills, CA 91364",(818) 888-1511,NULL,teammma818.weebly.com,"Mon 9:00 am - 8:00 pm;
Tue 9:00 am - 8:00 pm;
Wed 9:00 am - 8:00 pm;
Thu 9:00 am - 8:00 pm;
Fri Closed;
Sat Closed;
Sun 9:00 am - 12:00 pm","A higher level of personalized service and instruction in Mixed Martial Arts.Build confidence, learn self defense, lose weight, develop life skills/discipline, and get in great shape.  A safe and fun environment for all ages.Our style includes karate, jiujitsu, kickboxing, taekwondo, and self defense, all combined into a unique and innovative MMA curriculum for kids and adults.  It's a great workout and tons of fun!  Come in for a FREE class!
When you walk in for the first time, you will quickly understand what we are all about at Team MMA.  We are passionate about delivering a higher level of personalized service and instruction.  Head Instructor, Mr. Josh, is an innovator in the industry, having opened and created the first MMA family dojo in the country.  Try a free class and you will discover safe and fun methods for learning the most cutting edge ways of defending yourself and building confidence.  Not to mention, get a great workout.  A higher level of service and instruction at Team MMA",https://s3-media0.fl.yelpcdn.com/bphoto/_p8gvL0SgDxrNfNDDm_HIQ/l.jpg,18
510,The Med Spot,"6355 Topanga Canyon Blvd, Ste 529, Woodland Hills, CA 91367",(818) 888-1105,NULL,themedspotla.com,"Mon 9:00 am - 6:00 pm;
Tue 9:00 am - 6:00 pm;
Wed 9:00 am - 4:00 pm;
Thu 9:00 am - 6:00 pm;
Fri 9:00 am - 6:00 pm;
Sat Closed;
Sun Closed","Located in the heart of the San Fernando Valley in Woodland Hills, The Med Spot is a unique, five-star medical practice.We specialize in minimally invasive cosmetic procedures combined with healthy age management. With years of experience in this field and keeping health and wellness in mind, Dr Reyes has captured the essence of making her clients feel beautiful from the inside out.
The Med spot practice blossomed in 2002 when Botoxxc2xae was approved for cosmetic use. The Med Spot is a state of the art laser and cosmetic surgery center dedicated to beauty and longevity.  Located in the heart of Woodland Hills, this brand new facility offers services not available in a typical medical practice, from lasers to the longest lasting fillers.  The Med Spot has a soothing, spa-like setting with a friendly and knowledgeable staff that caters to the individual needs of our patients.  Here at The Med Spot, we believe that beauty maintenance requires a special, one on one doctor / patient relationship that can only be found under the care of Dr. Reyes.  With both her skillful eye and her mastery of minimally invasive cosmetic surgery, you will achieve your most beautiful self.  We look forward to meeting you!",https://s3-media0.fl.yelpcdn.com/bphoto/Uw1D0mwMyyhJ6FH9DQaZSA/l.jpg,122
511,Pierce College Aquatics,"6201 Winnetka Ave, Los Angeles, CA 91371",(818) 710-4343,NULL,pierceaquatics.com,,,https://s3-media0.fl.yelpcdn.com/bphoto/2a3gNiuzC8IhKSbOB9UmNA/o.jpg,5
512,Wieder Publications,"21100 Erwin St, Woodland Hills, CA 91367",(818) 884-6800,NULL,,,,,0
513,Musclemechanicsus,"20971 Burbank Blvd, Woodland Hills, CA 91367",(818) 613-6163,NULL,musclemechanicsus.com,,,,0
514,Dream Elite Gymnastics,"21150 Califa St, Woodland Hills, CA 91367",(818) 805-9165,NULL,dreamelitegym.com,"Mon 1:00 pm - 7:30 pm;
Tue 1:00 pm - 7:30 pm;
Wed 1:00 pm - 7:30 pm;
Thu 1:00 pm - 7:30 pm;
Fri 1:00 pm - 7:30 pm;
Sat 8:30 am - 1:00 pm;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/hWHOoivUiRPtBTHcLM0QIQ/l.jpg,16
515,Ananda,"22915 Ventura Blvd, Los Angeles, CA 91364",(818) 914-4111,NULL,anandahealth.com,"Mon 9:00 am - 1:00 pm;
Tue 9:00 am - 1:00 pm;
Wed 9:00 am - 11:00 am;
Thu 10:00 am - 1:00 pm;
Fri 9:00 am - 1:00 pm;
Sat 2:00 pm - 5:00 pm;
Sun Closed","Offering Yoga, Meditation, Body Treatments, Nutritional Awareness and Spiritual Work to cultivate a balanced lifestyle.
",https://s3-media0.fl.yelpcdn.com/bphoto/hg5J3u9LvFiUmDCCgdZ4Vg/o.jpg,7
516,Inner Shift Healing & Massage,"21211 De La Guerra St, Woodland Hills, CA 91364",(310) 491-4536,NULL,innershifthealing.com,"Mon 11:00 am - 7:00 pm;
Tue 11:00 am - 7:00 pm;
Wed 11:00 am - 7:00 pm;
Thu 11:00 am - 7:00 pm;
Fri 11:00 am - 7:00 pm;
Sat 11:00 am - 7:00 pm;
Sun 11:00 am - 7:00 pm","I use many energy-driven modalities to help my clients get xe2x80x9cfreed upxe2x80x9d in every area of their lives. Promoting healthier, more vibrant beings on all levels, yet beginning within... is what Inner Shift Healing is all about.  Whether Breathwork, Reiki, or Reiki Massage, I can help you release the blocks that are holding you back from your best life. Sessions will leave you feeling more alive, balanced, and centered in your body.  Need distance healing??  YES!!! I CAN DO THAT!!!
Well, in 2007 I had hit my rock bottom and began to ask some serious questions, like what is it that i'm supposed to be doing in my life? Soon after, I discovered angels and they led me to my life's mission.  A series of synchronistic events ensued and I left my corporate career for a life in the healing arts.  Angelsbeside me, in 2012 we started On the Table - Healing Massage and helped bridge the gap between the physical &amp; ethereal worlds through energy healing (Reiki) and massage (Reiki Massage).As my inner work deepened, so did my clients'experiences and soon I realized that the name of the business no longer fit the mission.Inner Shift Healing was born in 2018 with its prime mission to assist people in their awakening process with such tools as Reiki, Reiki Massage, Breathwork, Meditation, and many others.If you feel stuck in some area of your life and are looking for a shift... You found the right place... Welcome to Inner Shift Healing!!",https://s3-media0.fl.yelpcdn.com/bphoto/jHVDGvihy4ABWecMfw3xGg/l.jpg,132
517,Body Fat Test,"Camarillo, CA 93010",(805) 205-5356,NULL,bodyfattestca.com,"Mon 7:00 am - 7:00 pm;
Tue 7:00 am - 7:00 pm;
Wed 7:00 am - 7:00 pm;
Thu 7:00 am - 7:00 pm;
Fri 7:00 am - 7:00 pm;
Sat 7:00 am - 1:00 pm;
Sun 7:00 am - 1:00 pm","We are here to guide you with the safest and most accurate science based testing available. Our MOBILE Hydrostatic body composition testing is the ONLY Gold Standard. Accurately learn about how much muscle and fat (you need some to be healthy!) mass you have. Learning how many calories you really need so you can keep your muscle and lose extra fat. Getting lean is our goal in helping you. Find commonly asked question on our FAQ page or find one of our many testing events by using our event location calendars found on our website. Get signed up. GET IN itxe2x80x99s worth it.
Over 11 years currently on the road! Over 100k through our California mobile trucks. We love what we do! Find us on our event location calendars found on our website. See you soon!",,55
518,Dawn Barnes Karate Kids,"23317 Mulholland Dr, Woodland Hills, CA 90266",(818) 591-2424,NULL,karatekids.net,"Mon 2:30 pm - 7:00 pm;
Tue 12:00 pm - 7:00 pm;
Wed 12:30 pm - 7:00 pm;
Thu 12:00 pm - 7:00 pm;
Fri Closed;
Sat 8:30 am - 5:00 pm;
Sun 8:30 am - 5:00 pm","Teaching children ages 2-12 good manners and age-appropriate martial arts for over 25 years.
",https://s3-media0.fl.yelpcdn.com/bphoto/Wjms9W_e3fwH2pFQACSmmg/l.jpg,30
519,Weider Health & Fitness,"21100 Erwin St, Woodland Hills, CA 91367",(818) 884-6800,NULL,,,,,0
520,Five Sense Collective,"Malibu, CA 90265",(424) 291-2043,NULL,fivesensecollective.com,"Mon Open 24 hours;
Tue Open 24 hours;
Wed Open 24 hours;
Thu Open 24 hours;
Fri Open 24 hours;
Sat Open 24 hours;
Sun Open 24 hours","We Are Multi Sensory Experiences. Malibu &amp; Venice Healing Haven'sFive Sense Collective is the first of its kind, with crafted workshops and events customized to your growth and healing needs. Based out of our thoughtfully designed, Geodesic Dome overlooking the Ocean in Malibu, we welcome you to explore your Haven. We offer private therapeutic workshops, events, celebrations, gatherings for communities and individuals seeking a space to heal, grow, and self-explore through deeper, more meaningful consciousness. Five Sense Collective is available for private hire, but can also be experienced by attending one of their public sessions. Session offerings include a variety of holistic healings such as: Sound Bath, Restorative Yoga, AcroYoga Relational Healing, Meditation, Nutrition, and much more.These events are great for individuals seeking, or desiring to create a supportive and conscious community, promoting mental health, happiness and progressive attitudes. These events are a great alternative to traditional birthday celebrations, honoring of a milestone or new venture, girls night in, heartbreak clearing or simply a desire to share a thoughtful experience with friends and family.
",https://s3-media0.fl.yelpcdn.com/bphoto/10NMdOsRfHOvmeCga6Rjwg/l.jpg,21
521,Bodhaya,"4709 Dunman Ave, Woodland Hills, CA 91364",(818) 620-5568,NULL,bodhaya.com,"Mon Closed;
Tue Closed;
Wed Closed;
Thu 7:00 am - 7:30 pm;
Fri Closed;
Sat Closed;
Sun 7:00 am - 10:00 am","First week 15%offNo walkin, by appointment only. Book now!Bodhaya's meaning in sanskrit is to cause to awaken.  A Boutique Studio in a private house, a home away from home nestled in the hills. As you push through the 100 year old East Indian door, you step in a serene, safe and nurturing environment where a choice of private, semi-private lessons and group yoga classes, meditation, workshops, energy healing practices, and much more are offered to you.   Knowing that each one of us is a unique individual, Celia like to know in advance who is joining her classes to customize  routines specifically to benefit each soul that are attending. She is dedicated to make sure that each time stepping out of Villa Bodhaya, you are going to feel empowered, rejuvenated, energized in addition of taking home tools to help with your self-transformation, self-realization and self-healing journey. Celia also provides private consultations : Soul Coaching for adults,  and Indigo Coaching for the youth which have the purpose to help and give you guidance in discovering who you are. This is the most valuable knowledge you can give to yourself or anyone you love, children, family, friends to live a long life fulfilled with love, Peace and happiness.Celia calls it the lifestyle of the Deepself
established in 2019",https://s3-media0.fl.yelpcdn.com/bphoto/O247v2gqJYNsx_prmMmHDw/l.jpg,0
522,The Psychic Chakra,"1437 N Highland Ave, Los Angeles, CA 90028",(323) 365-2767,NULL,,"Mon 9:00 am - 10:00 pm;
Tue 9:00 am - 10:00 pm;
Wed 9:00 am - 10:00 pm;
Thu 9:00 am - 10:00 pm;
Fri 9:00 am - 10:00 pm;
Sat 9:00 am - 10:00 pm;
Sun 9:00 am - 10:00 pm","Experience The Most Authentic Spiritualist Los Angeles  Has To Offer Specializing InTarot Card Readingxe2x80x99sPsychic Readingxe2x80x99sAstrology Chartxe2x80x99s Crystal Therapy Meditation Sessions ESP,Dream analyst Past life RegressionChakra Balance Aura Cleansing
",https://s3-media0.fl.yelpcdn.com/bphoto/TgVwKiNRcBcZjbVxiGA_LA/l.jpg,0
